TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
-1,289,166,80
-1,292.25,81,80
-1,295.8125,81,72
-1,299.0625,77,80
-1,302.6875,80,80
-1,305.9375,89,80
-1,309.1875,61,56
-1,312.75,64,80
-1,316,66,72
-1,319.625,63,64
-1,322.875,64,64
-1,326.125,62,72
-1,329.6875,80,80
-1,332.9375,351,48
-1,336.5625,376,40
-1,339.8125,1,16
-1,343.375,1,24
-1,346.625,1,64
-1,350.25,1,40
-1,353.5,460,56
-1,357.0625,439,72
1515627512719,1.4375,419,48
-1,4.625,445,40
-1,7.875,442,56
-1,11.125,228,80
-1,14.75,219,80
-1,18,213,88
-1,21.5625,271,56
-1,25.1875,1,16
-1,28.4375,1,16
-1,32.0625,1,24
-1,35.3125,567,64
-1,38.875,606,40
-1,42.125,1,56
-1,45.75,1,16
-1,49,544,48
-1,52.25,541,48
-1,55.8125,1,32
-1,59.0625,529,48
-1,62.3125,1,32
-1,65.5625,1,24
-1,69.875,1,40
-1,73.125,107,72
-1,76.75,99,72
-1,80,74,32
-1,83.5625,469,72
-1,86.8125,1,48
-1,90.75,498,72
-1,94,494,64
-1,97.625,490,40
-1,100.875,490,80
-1,104.5,482,64
-1,107.6875,90,40
-1,110.9375,103,72
-1,114.1875,96,64
-1,117.8125,84,32
-1,121.0625,564,40
-1,124.625,576,40
-1,127.875,674,72
-1,131.5,1,48
-1,135.4375,666,64
-1,138.6875,780,40
-1,141.9375,740,40
-1,145.5625,770,40
-1,148.8125,1,32
-1,152.375,1,24
-1,156,793,48
-1,159.25,702,64
-1,162.5,719,64
-1,165.75,718,40
-1,169,1,24
-1,172.25,665,64
-1,175.4375,1,24
-1,178.375,1,24
-1,181.9375,229,64
-1,185.1875,408,64
-1,188.4375,287,80
-1,192.0625,246,80
-1,195.3125,251,80
-1,198.875,256,48
-1,202.125,61,48
-1,205.75,61,72
-1,209,60,72
-1,212.5625,58,80
-1,215.8125,60,80
-1,219.0625,54,80
-1,223.0625,54,80
-1,226.25,58,80
-1,229.875,58,80
-1,233.125,54,80
-1,236.375,58,80
-1,240,59,88
-1,243.5625,57,80
-1,246.8125,53,72
-1,250.0625,57,72
-1,253.3125,57,72
-1,256.5625,62,80
-1,260.125,63,72
-1,263.375,58,64
-1,267,70,64
-1,270.25,256,56
-1,273.8125,367,88
-1,277.0625,368,64
-1,280.3125,308,72
-1,283.9375,254,32
-1,287.5625,180,56
-1,290.75,82,64
-1,294,81,80
-1,297.25,80,80
-1,300.875,82,80
-1,304.125,88,88
-1,307.6875,78,64
-1,310.625,67,72
-1,314.1875,70,72
-1,317.4375,62,72
-1,321.0625,65,64
-1,324.3125,64,64
-1,327.5625,75,72
-1,331.5,82,48
-1,334.75,337,56
-1,338,1,24
-1,341.5625,33,40
-1,344.8125,1,24
-1,348.4375,475,48
-1,351.6875,470,48
-1,355.3125,449,64
-1,358.5,440,80
1515627512820,2.125,429,48
